	CR.20.CE.Day0	CR.20.Stool.Day0	CR.21.CE.Day0	CR.21.Stool.Day0	CR.22.CE.Day0	CR.22.Stool.Day0	CR.23.CE.Day0	CR.23.Stool.Day0	Env.10.CE.Day1	Env.11.CE.Day1	Env.11.Stool.Day0	Env.12.CE.Day1	Env.12.Stool.Day0	Env.13.CE.Day1	Env.13.Stool.Day0	Evn.10.Stool.Day0	Jax.40.CE.Day1	Jax.40.Stool.Day0	Jax.41.CE.Day1	Jax.41.Stool.Day0	Jax.42.CE.Day1	Jax.42.Stool.Day0	Jax.43.CE.Day1	Jax.43.Stool.Day0	Tac.30.CE.Day1	Tac.30.Stool.Day0	Tac.31.CE.Day1	Tac.31.Stool.Day0	Tac.32.CE.Day1	Tac.32.Stool.Day0	Tac.33.CE.Day1	Tac.33.Stool.Day0
Env.11.Stool.Day0	0.4588070124165523	0.5326082022636983	0.44374989194605846	0.5405273941720654	0.45662078828006786	0.4876203562606885	0.4917058304833869	0.4986417526843031	0.49879419636645383	0.3973225520490272	0	0.3360911490638333	0.35948412203514063	0.39343958076947205	0.33265817722541824	0.3489840520190557	0.5528679295233848	0.6439117879720522	0.569613387881307	0.6257214862375791	0.598832965116322	0.6087204250009965	0.4967388041781405	0.6054025925732149	0.5231345479436265	0.6198597318092155	0.433538659504667	0.4278030955208608	0.5234967471510457	0.45196693806072663	0.4525669818053597	0.4907003782339773
Env.12.CE.Day1	0.4613884332446158	0.4741890580507088	0.4266136317337465	0.5096053083208457	0.433925368505679	0.48003416467985527	0.425615363511374	0.4485976564631589	0.4656479785124724	0.32290223166388404	0.3360911490638333	0	0.380018265073192	0.2769431774673007	0.31312300436584517	0.3732064937511286	0.5739442171820057	0.6529819513978894	0.5741211674472814	0.6278686197800893	0.616406880694843	0.6292594365664745	0.5260176772256275	0.6234756296534834	0.4746328172876473	0.6019444708205877	0.4449450017465476	0.4262891247327966	0.5285119582007988	0.467129014275698	0.45372188139413694	0.4933474216411558
Env.12.Stool.Day0	0.4967001611721383	0.5112839064408963	0.48061235907463185	0.5435243112083663	0.4751322361526544	0.5163204436138343	0.4878968126213847	0.4979575730728638	0.5200671652797272	0.4075664847707457	0.35948412203514063	0.380018265073192	0	0.33713715923372134	0.3348811830565959	0.3476639101392464	0.5828247575143414	0.6393916290480529	0.6022531209041047	0.660489418130631	0.6477729271841418	0.6295123184662291	0.5525324732177693	0.6115810215050834	0.4840681636350449	0.5960427206938292	0.45511457538186023	0.4131422657071848	0.5493594273792364	0.4550179710704432	0.4558368789061442	0.4937177497530962
Env.13.CE.Day1	0.43034717619295826	0.4683928622079835	0.4072785278297243	0.5030874781877204	0.4095572767021291	0.45802533651170246	0.41061176706395885	0.4428970093890848	0.4730714504234045	0.28433930224934156	0.39343958076947205	0.2769431774673007	0.33713715923372134	0	0.36110332693121205	0.3938475498095625	0.5369060679188074	0.623072091846077	0.5534470131821122	0.629843228111251	0.6100406893000307	0.5931443744598923	0.49356197668743407	0.5833023686561585	0.4887531441301539	0.5803859692434813	0.4539000338415166	0.4136394315910047	0.5271368741636662	0.4607644714493064	0.4469185788934641	0.4931336113920988
Env.13.Stool.Day0	0.5027379460476482	0.46662642057161774	0.44071016231605903	0.5288401964702758	0.46850308891686265	0.504234264105026	0.45853825458700653	0.4683997098217223	0.5009639002724057	0.35646142851681145	0.33265817722541824	0.31312300436584517	0.3348811830565959	0.36110332693121205	0	0.34074727988409104	0.5914679558234519	0.6601060471275393	0.6165205696059097	0.6565583781405632	0.6510789603380293	0.6428496041651223	0.5619535305752688	0.6312772068355195	0.5307179424099617	0.6215373182420567	0.45697190570717183	0.423103107888854	0.5479275188410164	0.45455405079413697	0.461844022969736	0.497779585301681
Evn.10.Stool.Day0	0.5255601721972315	0.5332340414805758	0.471839971757591	0.5613319699043974	0.5020020261565621	0.5415750770477149	0.48263307246147824	0.49231667096868453	0.5380687530020607	0.4099796329729094	0.3489840520190557	0.3732064937511286	0.3476639101392464	0.3938475498095625	0.34074727988409104	0	0.6082653283355565	0.6629053717489098	0.6417037031972697	0.6624010429844099	0.6623089695370826	0.6659658328765278	0.5848715699637091	0.6592474016514592	0.536200501788348	0.6342604417748267	0.4730067751571094	0.41683686448355256	0.5567367935314396	0.45703607295744736	0.45728387362943657	0.5110602944515468
Jax.40.CE.Day1	0.548069877960516	0.5696019181885259	0.5611170497915363	0.6192374610395245	0.5357093599579453	0.5850238666354025	0.563797016746751	0.5849152824956277	0.6026686215739058	0.5886402336417581	0.5528679295233848	0.5739442171820057	0.5828247575143414	0.5369060679188074	0.5914679558234519	0.6082653283355565	0	0.33650807697453594	0.2595321645377145	0.2858298914519224	0.29229678665543596	0.3351089011111053	0.35756457300681743	0.27961671726892434	0.5306541999588381	0.558428628412745	0.5328347875293206	0.5150098072480361	0.5250165401591333	0.594531129063984	0.5473202847778207	0.5401357305453046
Jax.40.Stool.Day0	0.6257018096236046	0.6224634233383017	0.6200894103441223	0.5972750073933495	0.6161148116096485	0.5786899337774042	0.6503066745233772	0.6444572864023765	0.6568811320964614	0.6655785814247345	0.6439117879720522	0.6529819513978894	0.6393916290480529	0.623072091846077	0.6601060471275393	0.6629053717489098	0.33650807697453594	0	0.4105099295772888	0.3778346830585256	0.39479211195680824	0.25852786912244363	0.46697719138641874	0.4057391487966837	0.6440895691507945	0.6478375577344324	0.638121954374872	0.6292470737455922	0.6302295724940776	0.5999053490870984	0.6080108223267275	0.5667020453303073
Jax.41.CE.Day1	0.5455600903539997	0.5904904475759506	0.5555058532358859	0.6069346859867973	0.5363052274657583	0.6047466001531144	0.5684029824167353	0.6026848996500682	0.5841791181415819	0.596276180441727	0.569613387881307	0.5741211674472814	0.6022531209041047	0.5534470131821122	0.6165205696059097	0.6417037031972697	0.2595321645377145	0.4105099295772888	0	0.27701082395387716	0.28165297402649503	0.33266348570010007	0.3104570045729829	0.2982935837505423	0.5540991067678726	0.5469310366252298	0.5651523858662075	0.5306915268258805	0.548858014770591	0.5988969559482635	0.5458785696079855	0.5544815426080397
Jax.41.Stool.Day0	0.6215069630937395	0.6443548484274393	0.6182125776997784	0.6600579791765452	0.61882550444333	0.672311205651199	0.6452534852486572	0.6391718753620509	0.6333136947535389	0.6714253222541213	0.6257214862375791	0.6278686197800893	0.660489418130631	0.629843228111251	0.6565583781405632	0.6624010429844099	0.2858298914519224	0.3778346830585256	0.27701082395387716	0	0.27786513512085803	0.40654963897979207	0.4411298343023523	0.2869292099312485	0.6037115957461989	0.6151661771857189	0.6255419636992937	0.6003564240762277	0.6184655697290729	0.6702076094561431	0.6231876294018222	0.6344092850671534
Jax.42.CE.Day1	0.6018463397032257	0.6329125968944507	0.5872189048566263	0.6588755355966284	0.5950919382997243	0.6493212549975953	0.6370082487049651	0.6446945903610416	0.6143865385739284	0.6527059583321366	0.598832965116322	0.616406880694843	0.6477729271841418	0.6100406893000307	0.6510789603380293	0.6623089695370826	0.29229678665543596	0.39479211195680824	0.28165297402649503	0.27786513512085803	0	0.32887263223195606	0.3615509806045752	0.31323436496929413	0.6064811494066892	0.6219702108532655	0.6140507553248291	0.5896788340445722	0.5858289031361759	0.6537709167896196	0.6246366654654775	0.6181833505573151
Jax.42.Stool.Day0	0.5894648145684308	0.6185328175363068	0.5900911968359858	0.5598974984499098	0.5861274196221712	0.5718694808596826	0.6108412277769467	0.6271304143442341	0.6168692288034057	0.6200142684871968	0.6087204250009965	0.6292594365664745	0.6295123184662291	0.5931443744598923	0.6428496041651223	0.6659658328765278	0.3351089011111053	0.25852786912244363	0.33266348570010007	0.40654963897979207	0.32887263223195606	0	0.3795831928890461	0.37803206898115566	0.5931523842251026	0.595937328950396	0.5969148450926273	0.5771068391467825	0.592834697533071	0.5652572411275966	0.5743932074121912	0.5141407106737653
Jax.43.CE.Day1	0.4610470999453361	0.5038291469821231	0.4766022998991015	0.5179491087056224	0.454668555938506	0.5117257900061754	0.4944880787148903	0.5149056468290921	0.5152373362649367	0.5296381468506983	0.4967388041781405	0.5260176772256275	0.5525324732177693	0.49356197668743407	0.5619535305752688	0.5848715699637091	0.35756457300681743	0.46697719138641874	0.3104570045729829	0.4411298343023523	0.3615509806045752	0.3795831928890461	0	0.3928307799176762	0.5345034150955924	0.564843103738158	0.5200272715741275	0.4856441318252376	0.5184378731565541	0.5619686471652698	0.5145732819067482	0.532928056938052
Jax.43.Stool.Day0	0.6094753421598155	0.6220073812284108	0.5950805198670436	0.6505984523149234	0.6013583449987897	0.6446084475901663	0.6163670936543739	0.6387300923471436	0.6313016084001951	0.633271245760972	0.6054025925732149	0.6234756296534834	0.6115810215050834	0.5833023686561585	0.6312772068355195	0.6592474016514592	0.27961671726892434	0.4057391487966837	0.2982935837505423	0.2869292099312485	0.31323436496929413	0.37803206898115566	0.3928307799176762	0	0.56390876878279	0.5471287510265035	0.5828159365537257	0.570024534746659	0.5760206754222111	0.6359372903300222	0.596431020113056	0.5898973729573502
Tac.30.CE.Day1	0.5537954812044813	0.551678938198169	0.5452283777478689	0.5853343504193513	0.5178122070602287	0.5751251770562051	0.5482391543004196	0.5809132567841878	0.5113106173357964	0.4982698755061677	0.5231345479436265	0.4746328172876473	0.4840681636350449	0.4887531441301539	0.5307179424099617	0.536200501788348	0.5306541999588381	0.6440895691507945	0.5540991067678726	0.6037115957461989	0.6064811494066892	0.5931523842251026	0.5345034150955924	0.56390876878279	0	0.365499306150713	0.2885664089163301	0.28995077437954725	0.2788623310789507	0.3921867345853155	0.2828124327128362	0.342359848744286
Tac.30.Stool.Day0	0.6155671879496675	0.613486166707647	0.5743790882712972	0.612544020996241	0.5578433581253738	0.5826763535049196	0.5818161949089049	0.6204165488248334	0.6316750512601533	0.5906359213530888	0.6198597318092155	0.6019444708205877	0.5960427206938292	0.5803859692434813	0.6215373182420567	0.6342604417748267	0.558428628412745	0.6478375577344324	0.5469310366252298	0.6151661771857189	0.6219702108532655	0.595937328950396	0.564843103738158	0.5471287510265035	0.365499306150713	0	0.4329979491440231	0.40438995695534474	0.35202292351894027	0.4763482052537435	0.3148870882910475	0.4117199087614699
Tac.31.CE.Day1	0.5016426511786011	0.5290365046133908	0.4789053708354008	0.5246632241745439	0.4894662929869084	0.509056919762396	0.5014017838856669	0.5376838215167693	0.5525231711726591	0.4455002828965192	0.433538659504667	0.4449450017465476	0.45511457538186023	0.4539000338415166	0.45697190570717183	0.4730067751571094	0.5328347875293206	0.638121954374872	0.5651523858662075	0.6255419636992937	0.6140507553248291	0.5969148450926273	0.5200272715741275	0.5828159365537257	0.2885664089163301	0.4329979491440231	0	0.26780702855137856	0.28771867986027183	0.29832536881127897	0.3028597947981844	0.3279189712316703
Tac.31.Stool.Day0	0.5114993081220983	0.5055123504616577	0.4765411474459548	0.5355543382815102	0.470808424090433	0.5093054192864033	0.4941263317532584	0.5387929555315868	0.5058651415732247	0.4307159832570832	0.4278030955208608	0.4262891247327966	0.4131422657071848	0.4136394315910047	0.423103107888854	0.41683686448355256	0.5150098072480361	0.6292470737455922	0.5306915268258805	0.6003564240762277	0.5896788340445722	0.5771068391467825	0.4856441318252376	0.570024534746659	0.28995077437954725	0.40438995695534474	0.26780702855137856	0	0.32249367626976466	0.3286824546573706	0.25929054982097377	0.2936084426962822
Tac.32.CE.Day1	0.551988340132732	0.5641959575299712	0.5268357450555881	0.6044549000919811	0.5330547997967152	0.5556012293908739	0.5659195955175099	0.5918520001071425	0.5466349858216201	0.5287606874833174	0.5234967471510457	0.5285119582007988	0.5493594273792364	0.5271368741636662	0.5479275188410164	0.5567367935314396	0.5250165401591333	0.6302295724940776	0.548858014770591	0.6184655697290729	0.5858289031361759	0.592834697533071	0.5184378731565541	0.5760206754222111	0.2788623310789507	0.35202292351894027	0.28771867986027183	0.32249367626976466	0	0.3858121771676578	0.2900267356646034	0.3532941011802459
Tac.32.Stool.Day0	0.5177877217319358	0.5263360418734129	0.5154102690072432	0.4827970168597122	0.50963168044106	0.46892883847306943	0.5224419788156494	0.5398945469938058	0.584864916347894	0.47596673772073345	0.45196693806072663	0.467129014275698	0.4550179710704432	0.4607644714493064	0.45455405079413697	0.45703607295744736	0.594531129063984	0.5999053490870984	0.5988969559482635	0.6702076094561431	0.6537709167896196	0.5652572411275966	0.5619686471652698	0.6359372903300222	0.3921867345853155	0.4763482052537435	0.29832536881127897	0.3286824546573706	0.3858121771676578	0	0.3409167794871092	0.26860860211720033
Tac.33.CE.Day1	0.5283144923459635	0.522414746722536	0.4967673669401074	0.5467713440825135	0.48479379644242576	0.5173644138351043	0.517478855666188	0.544061680951607	0.5228503807970659	0.4522997704792765	0.4525669818053597	0.45372188139413694	0.4558368789061442	0.4469185788934641	0.461844022969736	0.45728387362943657	0.5473202847778207	0.6080108223267275	0.5458785696079855	0.6231876294018222	0.6246366654654775	0.5743932074121912	0.5145732819067482	0.596431020113056	0.2828124327128362	0.3148870882910475	0.3028597947981844	0.25929054982097377	0.2900267356646034	0.3409167794871092	0	0.3310100330396245
Tac.33.Stool.Day0	0.5302857348725263	0.5267425038483371	0.5212095206119345	0.5059248016763772	0.5113203555558566	0.4804930427307037	0.5373834258180391	0.5695224227256371	0.5828485109513589	0.4980058891033187	0.4907003782339773	0.4933474216411558	0.4937177497530962	0.4931336113920988	0.497779585301681	0.5110602944515468	0.5401357305453046	0.5667020453303073	0.5544815426080397	0.6344092850671534	0.6181833505573151	0.5141407106737653	0.532928056938052	0.5898973729573502	0.342359848744286	0.4117199087614699	0.3279189712316703	0.2936084426962822	0.3532941011802459	0.26860860211720033	0.3310100330396245	0
